namevariant,adamlink,wikidata,preflabel,coords,begin_min,begin_max,end_min,end_max;
searchable,adamlink_url,wikidata_url,canonical_form,geometry,begin_min,begin_max,end_min,end_max;
Blaeustraat,https://adamlink.nl/geo/street/blaeustraat/484,http://www.wikidata.org/entity/Q18955866,Blaeustraat,Point(4.8921472267103 52.374526344553),1342,1692,0,0;
Blancefloorstraat,https://adamlink.nl/geo/street/blancefloorstraat/485,http://www.wikidata.org/entity/Q18956320,Blancefloorstraat,Point(4.8552728469988 52.378213179614),1939,1939,0,0;
Blankenbergestraat,https://adamlink.nl/geo/street/blankenbergestraat/486,http://www.wikidata.org/entity/Q18956361,Blankenbergestraat,Point(4.8013775395685 52.346965383538),1993,1993,0,0;
Blankenstraat,https://adamlink.nl/geo/street/blankenstraat/487,http://www.wikidata.org/entity/Q3370709,Blankenstraat,Point(4.9268131300457 52.367979359374),1908,1908,0,0;
Blasiusstraat,https://adamlink.nl/geo/street/blasiusstraat/488,http://www.wikidata.org/entity/Q18956506,Blasiusstraat,Point(4.907167470689 52.356103275079),1884,1884,0,0;
Blauwburgwal,https://adamlink.nl/geo/street/blauwburgwal/489,http://www.wikidata.org/entity/Q2488713,Blauwburgwal,Point(4.8900369625397 52.376755441576),1593,1625,0,0;
Blauwdasstraat,https://adamlink.nl/geo/street/blauwdasstraat/490,http://www.wikidata.org/entity/Q18956564,Blauwdasstraat,Point(4.9601701420997 52.317880956624),1997,1997,0,0;
Blauwhoedenveem,https://adamlink.nl/geo/street/blauwhoedenveem/491,http://www.wikidata.org/entity/Q18956808,Blauwhoedenveem,Point(4.9163321843311 52.377059232042),2003,2003,0,0;
Blauwpijpstraat,https://adamlink.nl/geo/street/blauwpijpstraat/492,http://www.wikidata.org/entity/Q18956833,Blauwpijpstraat,Point(4.9401336311503 52.370425588539),1994,1994,0,0;
Blauwvoetstraat,https://adamlink.nl/geo/street/blauwvoetstraat/493,http://www.wikidata.org/entity/Q18956911,Blauwvoetstraat,Point(4.8390975181214 52.376296926891),1948,1948,0,0;
Blazerpad,https://adamlink.nl/geo/street/blazerpad/494,http://www.wikidata.org/entity/Q18956932,Blazerpad,Point(4.9077945091075 52.405058926937),1965,1965,0,0;
Bleijenbeek,https://adamlink.nl/geo/street/bleijenbeek/496,http://www.wikidata.org/entity/Q18957129,Bleijenbeek,Point(4.8881980396829 52.324326537754),1959,1959,0,0;
Bleijkmeerpolder,https://adamlink.nl/geo/street/bleijkmeerpolder/497,,Bleijkmeerpolder,,0,0,0,0;
Blindemansteeg,https://adamlink.nl/geo/street/blindemansteeg/499,,Blindemansteeg,,1909,1909,0,0;
Bloedstraat,https://adamlink.nl/geo/street/bloedstraat/500,http://www.wikidata.org/entity/Q18957596,Bloedstraat,Point(4.8986690369916 52.373043497622),1592,1592,0,0;
Bloemendalergouw,https://adamlink.nl/geo/street/bloemendalergouw/501,http://www.wikidata.org/entity/Q18957831,Bloemendalergouw,Point(4.9949459372801 52.395699885731),1957,1957,0,0;
Bloemgracht,https://adamlink.nl/geo/street/bloemgracht/503,http://www.wikidata.org/entity/Q2134520,Bloemgracht,Point(4.8793005829394 52.37428319506),1625,1625,0,0;
Bloemstraat,https://adamlink.nl/geo/street/bloemstraat/504,http://www.wikidata.org/entity/Q18958151,Bloemstraat,Point(4.8796149178551 52.373763255524),1625,1625,0,0;
Blokkerstraat,https://adamlink.nl/geo/street/blokkerstraat/505,http://www.wikidata.org/entity/Q18958363,Blokkerstraat,Point(4.9491587573422 52.390839853184),1925,1925,0,0;
Blokmakerstraat,https://adamlink.nl/geo/street/blokmakerstraat/506,http://www.wikidata.org/entity/Q18958424,Blokmakerstraat,Point(4.88897562196 52.383644544724),1981,1981,0,0;
Blomwijckerpad,https://adamlink.nl/geo/street/blomwijckerpad/507,http://www.wikidata.org/entity/Q18958585,Blomwijckerpad,Point(4.7994079967284 52.360333002421),1958,1958,0,0;
Bloys van Treslongstraat,https://adamlink.nl/geo/street/bloys-van-treslongstraat/508,http://www.wikidata.org/entity/Q18958613,Bloys van Treslongstraat,Point(4.8612362857125 52.375669329991),1923,1923,0,0;
Blusséstraat,https://adamlink.nl/geo/street/blussestraat/509,http://www.wikidata.org/entity/Q18958640,Blusséstraat,Point(4.7981321104119 52.374608242314),1955,1955,0,0;
Boas en Judelshof,https://adamlink.nl/geo/street/boas-en-judelshof/511,http://www.wikidata.org/entity/Q18958685,Boas en Judelshof,Point(4.8129691581373 52.354319999134),1959,1959,0,0;
Bocholtstraat,https://adamlink.nl/geo/street/bocholtstraat/512,http://www.wikidata.org/entity/Q18958752,Bocholtstraat,Point(4.8141199333935 52.346527986307),1991,1991,0,0;
Bodenseehof,https://adamlink.nl/geo/street/bodenseehof/513,http://www.wikidata.org/entity/Q18958884,Bodenseehof,Point(4.7812674833218 52.347607676096),1997,1997,0,0;
Boeckenburg,https://adamlink.nl/geo/street/boeckenburg/514,http://www.wikidata.org/entity/Q18958908,Boeckenburg,Point(4.8745252546317 52.326232023904),1959,1959,0,0;
Boeierspad,https://adamlink.nl/geo/street/boeierspad/515,http://www.wikidata.org/entity/Q18959094,Boeierspad,Point(4.847883509643 52.332846119726),1953,1953,0,0;
Boeierstraat,https://adamlink.nl/geo/street/boeierstraat/516,http://www.wikidata.org/entity/Q18959099,Boeierstraat,Point(4.9857064973462 52.364903295532),2006,2006,0,0;
Boeninlaan,https://adamlink.nl/geo/street/boeninlaan/517,http://www.wikidata.org/entity/Q18959657,Boeninlaan,Point(4.9435215256994 52.319590284112),1982,1982,0,0;
Boerensteeg,https://adamlink.nl/geo/street/boerensteeg/518,http://www.wikidata.org/entity/Q18960222,Boerensteeg,Point(4.8985205187319 52.371654517828),1592,1592,0,0;
Boerenweteringpad,https://adamlink.nl/geo/street/boerenweteringpad/520,,Boerenweteringpad,Point(4.8846993477958 52.343640065515),1967,1967,0,0;
Boerhaaveplein,https://adamlink.nl/geo/street/boerhaaveplein/521,http://www.wikidata.org/entity/Q18960474,Boerhaaveplein,Point(4.9126047335029 52.359313028309),1897,1897,0,0;
Boeroestraat,https://adamlink.nl/geo/street/boeroestraat/522,http://www.wikidata.org/entity/Q18960633,Boeroestraat,Point(4.9429791082268 52.36503023863),1922,1922,0,0;
Bogortuin,https://adamlink.nl/geo/street/bogortuin/524,http://www.wikidata.org/entity/Q18961017,Bogortuin,Point(4.9338250226231 52.377871587764),1994,1994,0,0;
Bohlerpad,https://adamlink.nl/geo/street/bohlerpad/525,http://www.wikidata.org/entity/Q18961047,Bohlerpad,,1953,1953,0,0;
Bok de Korverweg,https://adamlink.nl/geo/street/bok-de-korverweg/526,http://www.wikidata.org/entity/Q18961084,Bok de Korverweg,Point(4.7878826447928 52.376722858913),1970,1970,0,0;
Bokkinghangen,https://adamlink.nl/geo/street/bokkinghangen/527,http://www.wikidata.org/entity/Q1826512,Bokkinghangen,Point(4.8901462957289 52.388557711269),1692,1692,0,0;
Bolestein,https://adamlink.nl/geo/street/bolestein/528,http://www.wikidata.org/entity/Q18961410,Bolestein,Point(4.85907163806 52.324357501521),1960,1960,0,0;
Bolkstraat,https://adamlink.nl/geo/street/bolkstraat/529,http://www.wikidata.org/entity/Q18961485,Bolkstraat,Point(4.9348627230742 52.346044414174),1950,1950,0,0;
Bolstoen,https://adamlink.nl/geo/street/bolstoen/530,http://www.wikidata.org/entity/Q18961626,Bolstoen,Point(4.7880603408379 52.391832176699),1990,1990,0,0;
Bombraak,https://adamlink.nl/geo/street/bombraak/531,http://www.wikidata.org/entity/Q18961742,Bombraak,Point(4.8911302201074 52.423432942159),1993,1993,0,0;
Bonaireplein,https://adamlink.nl/geo/street/bonaireplein/532,http://www.wikidata.org/entity/Q18961797,Bonaireplein,Point(4.8556663633054 52.361309013228),1929,1929,0,0;
Bonairestraat,https://adamlink.nl/geo/street/bonairestraat/533,http://www.wikidata.org/entity/Q18961803,Bonairestraat,Point(4.8551398026843 52.359922533665),1926,1926,0,0;
Bongart,https://adamlink.nl/geo/street/bongart/534,http://www.wikidata.org/entity/Q18961874,Bongart,Point(4.8722403484649 52.324667210691),1959,1959,0,0;
Bonhoeffersingel,https://adamlink.nl/geo/street/bonhoeffersingel/535,http://www.wikidata.org/entity/Q18961953,Bonhoeffersingel,Point(4.7778989324311 52.356215680256),1988,1988,0,0;
Boniplein,https://adamlink.nl/geo/street/boniplein/536,http://www.wikidata.org/entity/Q18961979,Boniplein,Point(4.9353258870046 52.359653592533),1923,1923,0,0;
Bonistraat,https://adamlink.nl/geo/street/bonistraat/537,http://www.wikidata.org/entity/Q18961980,Bonistraat,Point(4.9366210614393 52.359325983931),1923,1923,0,0;
Bonnefantenstraat,https://adamlink.nl/geo/street/bonnefantenstraat/538,http://www.wikidata.org/entity/Q18962021,Bonnefantenstraat,Point(4.8286570849999 52.365714492348),1995,1995,0,0;
Bontekoestraat,https://adamlink.nl/geo/street/bontekoestraat/539,http://www.wikidata.org/entity/Q18962085,Bontekoestraat,Point(4.8813772567426 52.39048791654),1878,1878,0,0;
Boomgaardlaan,https://adamlink.nl/geo/street/boomgaardlaan/540,http://www.wikidata.org/entity/Q18962255,Boomgaardlaan,Point(4.9004756704477 52.404911821723),2004,2004,0,0;
Boomklokstraat,https://adamlink.nl/geo/street/boomklokstraat/541,,Boomklokstraat,Point(4.8932575195318 52.380319060192),1989,1989,0,0;
Boomsteeg,https://adamlink.nl/geo/street/boomsteeg/542,http://www.wikidata.org/entity/Q18962373,Boomsteeg,Point(4.8999484837862 52.374208183249),1570,1570,0,0;
Boomstraat,https://adamlink.nl/geo/street/boomstraat/543,http://www.wikidata.org/entity/Q18962374,Boomstraat,Point(4.8846543750074 52.37918101563),1625,1625,0,0;
Boorderstraat,https://adamlink.nl/geo/street/boorderstraat/544,http://www.wikidata.org/entity/Q18962447,Boorderstraat,Point(4.8926817078741 52.40873394054),1983,1983,0,0;
Boorstraat,https://adamlink.nl/geo/street/boorstraat/545,http://www.wikidata.org/entity/Q18962456,Boorstraat,Point(4.9219416768769 52.383068618805),1911,1911,0,0;
Bootsmanstraat,https://adamlink.nl/geo/street/bootsmanstraat/546,,Bootsmanstraat,Point(4.9494307516052 52.371830983947),1996,1996,0,0;
Bootstraat,https://adamlink.nl/geo/street/bootstraat/547,http://www.wikidata.org/entity/Q18962485,Bootstraat,Point(4.9201240312991 52.37156621513),1887,1887,0,0;
Borgerstraat,https://adamlink.nl/geo/street/borgerstraat/548,http://www.wikidata.org/entity/Q18962609,Borgerstraat,Point(4.8658699371855 52.364951498064),1891,1891,0,0;
Borggraaf,https://adamlink.nl/geo/street/borggraaf/551,http://www.wikidata.org/entity/Q18962629,Borggraaf,Point(4.8850510182793 52.324224648153),1959,1959,0,0;
Borgloonstraat,https://adamlink.nl/geo/street/borgloonstraat/552,http://www.wikidata.org/entity/Q18962651,Borgloonstraat,Point(4.8189130109633 52.345517078648),1992,1992,0,0;
Boris Pasternakstraat,https://adamlink.nl/geo/street/boris-pasternakstraat/553,http://www.wikidata.org/entity/Q18962704,Boris Pasternakstraat,Point(4.9453682493837 52.315563282766),1982,1982,0,0;
Borneokade,https://adamlink.nl/geo/street/borneokade/555,http://www.wikidata.org/entity/Q18962735,Borneokade,Point(4.9346596820397 52.369846972845),1917,1917,0,0;
Borneolaan,https://adamlink.nl/geo/street/borneolaan/556,http://www.wikidata.org/entity/Q18962736,Borneolaan,Point(4.9371816525332 52.370634640163),1992,1992,0,0;
Borneosteiger,https://adamlink.nl/geo/street/borneosteiger/557,http://www.wikidata.org/entity/Q18962746,Borneosteiger,Point(4.9367099771587 52.369365582396),1992,1992,0,0;
Borneostraat,https://adamlink.nl/geo/street/borneostraat/558,http://www.wikidata.org/entity/Q13442446,Borneostraat,Point(4.9352955289875 52.365025957405),1900,1900,0,0;
Bornhout,https://adamlink.nl/geo/street/bornhout/560,http://www.wikidata.org/entity/Q18962787,Bornhout,Point(4.788037485842 52.395696788831),1973,1973,0,0;
Borrendammehof,https://adamlink.nl/geo/street/borrendammehof/561,http://www.wikidata.org/entity/Q18962825,Borrendammehof,Point(4.7944049135733 52.357697916406),1960,1960,0,0;
Borssenburgplein,https://adamlink.nl/geo/street/borssenburgplein/562,http://www.wikidata.org/entity/Q18962838,Borssenburgplein,Point(4.9072040352047 52.348693105913),1922,1922,0,0;
Borssenburgstraat,https://adamlink.nl/geo/street/borssenburgstraat/563,http://www.wikidata.org/entity/Q18962839,Borssenburgstraat,Point(4.907884749458 52.348863989217),1922,1922,0,0;
Bos en Lommerplantsoen,https://adamlink.nl/geo/street/bos-en-lommerplantsoen/564,http://www.wikidata.org/entity/Q18962861,Bos en Lommerplantsoen,Point(4.8463268571693 52.375970661031),1959,1959,0,0;
Bos en Lommerplein,https://adamlink.nl/geo/street/bos-en-lommerplein/565,,Bos en Lommerplein,Point(4.8422037470171 52.378072860201),1939,1939,0,0;
Bos en Lommerweg,https://adamlink.nl/geo/street/bos-en-lommerweg/566,http://www.wikidata.org/entity/Q2537543,Bos en Lommerweg,Point(4.8400121347226 52.378549609306),1934,1934,0,0;
Bosboom Toussaintstraat,https://adamlink.nl/geo/street/bosboom-toussaintstraat/567,http://www.wikidata.org/entity/Q2433603,Bosboom Toussaintstraat,Point(4.8751600640636 52.365322575918),1882,1882,0,0;
Bosbraakhof,https://adamlink.nl/geo/street/bosbraakhof/568,http://www.wikidata.org/entity/Q18962970,Bosbraakhof,Point(4.7819823514467 52.35709945951),1963,1963,0,0;
Bosplaat,https://adamlink.nl/geo/street/bosplaat/569,http://www.wikidata.org/entity/Q18963368,Bosplaat,Point(4.9462735783429 52.399905690948),1966,1966,0,0;
Bosrankstraat,https://adamlink.nl/geo/street/bosrankstraat/571,http://www.wikidata.org/entity/Q18963438,Bosrankstraat,,1951,1951,0,0;
Boterdiepstraat,https://adamlink.nl/geo/street/boterdiepstraat/572,http://www.wikidata.org/entity/Q18963998,Boterdiepstraat,Point(4.9093432842928 52.343184893797),1933,1933,0,0;
Bottelierplein,https://adamlink.nl/geo/street/bottelierplein/573,http://www.wikidata.org/entity/Q18964253,Bottelierplein,Point(4.9491327311851 52.372270278018),1996,1996,0,0;
Botterstraat,https://adamlink.nl/geo/street/botterstraat/574,http://www.wikidata.org/entity/Q18964356,Botterstraat,Point(4.9092375769047 52.404786140986),1965,1965,0,0;
Botteskerksingel,https://adamlink.nl/geo/street/botteskerksingel/575,http://www.wikidata.org/entity/Q18964388,Botteskerksingel,Point(4.7915903910932 52.358712073147),1960,1960,0,0;
Botticellistraat,https://adamlink.nl/geo/street/botticellistraat/576,http://www.wikidata.org/entity/Q18964392,Botticellistraat,Point(4.8687324691253 52.348721187253),1925,1925,0,0;
Boulevardpad,https://adamlink.nl/geo/street/boulevardpad/577,http://www.wikidata.org/entity/Q18964459,Boulevardpad,Point(4.9234856398171 52.368856156127),1984,1984,0,0;
Boutenburg,https://adamlink.nl/geo/street/boutenburg/578,http://www.wikidata.org/entity/Q18964506,Boutenburg,Point(4.801905203672 52.364668501144),1958,1958,0,0;
Boutensstraat,https://adamlink.nl/geo/street/boutensstraat/579,http://www.wikidata.org/entity/Q18964514,Boutensstraat,Point(4.820657170238 52.37591353547),1953,1953,0,0;
Bouvigne,https://adamlink.nl/geo/street/bouvigne/580,http://www.wikidata.org/entity/Q18964543,Bouvigne,Point(4.885117958833 52.326088705065),1959,1959,0,0;
Bouwen Ewoutszstraat,https://adamlink.nl/geo/street/bouwen-ewoutszstraat/581,http://www.wikidata.org/entity/Q18964569,Bouwen Ewoutszstraat,Point(4.8043119192865 52.378162028172),1955,1955,0,0;
Bovenkarspelstraat,https://adamlink.nl/geo/street/bovenkarspelstraat/582,http://www.wikidata.org/entity/Q18964769,Bovenkarspelstraat,Point(4.9494516511292 52.387568461815),1953,1953,0,0;
Bovenkruier,https://adamlink.nl/geo/street/bovenkruier/583,http://www.wikidata.org/entity/Q18964778,Bovenkruier,,1968,1968,0,0;
Bovenover,https://adamlink.nl/geo/street/bovenover/584,http://www.wikidata.org/entity/Q18964817,Bovenover,Point(4.9353162166712 52.398373027206),1968,1968,0,0;
Boy Edgarstraat,https://adamlink.nl/geo/street/boy-edgarstraat/585,http://www.wikidata.org/entity/Q18965636,Boy Edgarstraat,Point(4.8249789849812 52.343137742119),1990,1990,0,0;
Boylestraat,https://adamlink.nl/geo/street/boylestraat/586,http://www.wikidata.org/entity/Q18965644,Boylestraat,Point(4.9401753174096 52.351870668687),1927,1927,0,0;
Boymansweg,https://adamlink.nl/geo/street/boymansweg/587,http://www.wikidata.org/entity/Q18965663,Boymansweg,Point(4.8287060209246 52.364159840139),1995,1995,0,0;
Braak en Bosch,https://adamlink.nl/geo/street/braak-en-bosch/588,http://www.wikidata.org/entity/Q18965679,Braak en Bosch,Point(4.7988358752076 52.361408695117),1958,1958,0,0;
Brachthuijzerstraat,https://adamlink.nl/geo/street/brachthuijzerstraat/589,http://www.wikidata.org/entity/Q18965975,Brachthuijzerstraat,Point(4.8664528448539 52.354130800701),1901,1901,0,0;
Brahmsstraat,https://adamlink.nl/geo/street/brahmsstraat/590,http://www.wikidata.org/entity/Q18966055,Brahmsstraat,Point(4.8781231320483 52.348343570146),1927,1927,0,0;
Braillehof,https://adamlink.nl/geo/street/braillehof/591,,Braillehof,,1959,1959,0,0;
Bramzeil,https://adamlink.nl/geo/street/bramzeil/592,http://www.wikidata.org/entity/Q18966510,Bramzeil,Point(4.9218731429298 52.407793376001),1975,1975,0,0;
Bramzeilhof,https://adamlink.nl/geo/street/bramzeilhof/593,http://www.wikidata.org/entity/Q18966517,Bramzeilhof,Point(4.9211708308268 52.408896093583),1975,1975,0,0;
Brand Dirk Ochsepark,https://adamlink.nl/geo/street/brand-dirk-ochsepark/594,http://www.wikidata.org/entity/Q18966549,Brand Dirk Ochsepark,Point(4.9996204099719 52.355579226347),2001,2001,0,0;
Brandewijnsteeg,https://adamlink.nl/geo/street/brandewijnsteeg/595,http://www.wikidata.org/entity/Q18966760,Brandewijnsteeg,Point(4.9013755000103 52.372632211157),1585,1625,0,0;
Brandts Buysstraat,https://adamlink.nl/geo/street/brandts-buysstraat/596,,Brandts Buysstraat,Point(4.870530431374 52.343039790696),1955,1955,0,0;
Brantasgracht,https://adamlink.nl/geo/street/brantasgracht/597,http://www.wikidata.org/entity/Q18967052,Brantasgracht,Point(4.9249398153886 52.378667410702),1994,1994,0,0;
Brede Kerkepad,https://adamlink.nl/geo/street/brede-kerkepad/598,http://www.wikidata.org/entity/Q18967538,Brede Kerkepad,Point(4.9402761885063 52.39140787164),1948,1948,0,0;
Brede Vogelstraat,https://adamlink.nl/geo/street/brede-vogelstraat/599,http://www.wikidata.org/entity/Q18967556,Brede Vogelstraat,Point(4.9267335613742 52.386961031859),1919,1919,0,0;
Brederodestraat,https://adamlink.nl/geo/street/brederodestraat/600,http://www.wikidata.org/entity/Q18967737,Brederodestraat,Point(4.8611812476473 52.360497786044),1890,1890,0,0;
Bredeweg,https://adamlink.nl/geo/street/bredeweg/601,http://www.wikidata.org/entity/Q18968075,Bredeweg,Point(4.9298352880207 52.355734787168),1900,1900,0,0;
Brediusstraat,https://adamlink.nl/geo/street/brediusstraat/602,http://www.wikidata.org/entity/Q18968169,Brediusstraat,Point(4.7966192189772 52.374076278464),1955,1955,0,0;
Breedveld,https://adamlink.nl/geo/street/breedveld/603,,Breedveld,Point(4.9342726172571 52.395681862811),1982,1982,0,0;
Breehornstraat,https://adamlink.nl/geo/street/breehornstraat/604,http://www.wikidata.org/entity/Q18968464,Breehornstraat,Point(4.9585004857982 52.39362327904),1963,1963,0,0;
Breezandpad,https://adamlink.nl/geo/street/breezandpad/605,http://www.wikidata.org/entity/Q18968868,Breezandpad,Point(4.9564537005691 52.397130017744),1987,1987,0,0;
Breitnerstraat,https://adamlink.nl/geo/street/breitnerstraat/606,http://www.wikidata.org/entity/Q18969177,Breitnerstraat,Point(4.873456072961 52.350786347801),1928,1928,0,0;
