namevariant,wikidata,preflabel,coords,begin,end
searchable,wikidata_url,canonical_form,geometry,begin_min,end_max
Tjalkkade,http://www.wikidata.org/entity/Q19567357,Tjalkkade,Point(4.6584 52.4038),2014,
Tobias Asserstraat,http://www.wikidata.org/entity/Q19567578,Tobias Asserstraat,Point(4.6657 52.3565),,
Toekanweg,http://www.wikidata.org/entity/Q19567609,Toekanweg,Point(4.6466 52.3695),1988,
Top Naefflaan,http://www.wikidata.org/entity/Q19568744,Top Naefflaan,Point(4.637163 52.406555),1939,
Iliaslaan,http://www.wikidata.org/entity/Q19568744,Top Naefflaan,Point(4.637163 52.406555),1939,
Anthony Fokkerlaan,http://www.wikidata.org/entity/Q19568744,Top Naefflaan,Point(4.637163 52.406555),1939,
Torrentiusstraat,http://www.wikidata.org/entity/Q19569701,Torrentiusstraat,Point(4.633333683 52.392464879),2014,
Transvaalstraat,http://www.wikidata.org/entity/Q19570462,Transvaalstraat,Point(4.6495 52.3954),1914,
Trompstraat,http://www.wikidata.org/entity/Q19572620,Trompstraat,Point(4.6143 52.3784),1931,
Truus Oversteegenstraat,http://www.wikidata.org/entity/Q19573024,Truus Oversteegenstraat,Point(4.6498 52.3707),2013,
Tuchthuisstraat,http://www.wikidata.org/entity/Q19573642,Tuchthuisstraat,Point(4.6311 52.3793),1609,
Korte Gasthuisstraat,http://www.wikidata.org/entity/Q19573642,Tuchthuisstraat,Point(4.6311 52.3793),1609,
Tuchthuis straat,http://www.wikidata.org/entity/Q19573642,Tuchthuisstraat,Point(4.6311 52.3793),1609,
Tugelastraat,http://www.wikidata.org/entity/Q19573656,Tugelastraat,Point(4.644 52.3943),1901,
Tuindorpslaan,http://www.wikidata.org/entity/Q19573821,Tuindorpslaan,Point(4.6026 52.3817),1919,
Tuinkersstraat,http://www.wikidata.org/entity/Q19573879,Tuinkersstraat,Point(4.6422 52.3684),1988,
Tuinlaantje,http://www.wikidata.org/entity/Q19573899,Tuinlaantje,Point(4.6253 52.3774),1866,
Tuinstraat,http://www.wikidata.org/entity/Q19573972,Tuinstraat,Point(4.6354 52.3866),1871,
Tuinwijklaan,http://www.wikidata.org/entity/Q19574105,Tuinwijklaan,Point(4.6342 52.3652),1925,
Tulpenkade,http://www.wikidata.org/entity/Q19574153,Tulpenkade,Point(4.6186 52.3842),1917,
Turbinestraat,http://www.wikidata.org/entity/Q19574480,Turbinestraat,Point(4.6529 52.3869),,
Turfmarkt,http://www.wikidata.org/entity/Q17286912,Turfmarkt,Point(4.638051 52.377864),1500,
Turfsteeg,http://www.wikidata.org/entity/Q19574623,Turfsteeg,Point(4.6373 52.3792),1500,
Turf steeg,http://www.wikidata.org/entity/Q19574623,Turfsteeg,Point(4.6373 52.3792),1500,
Tweede Emmastraat,http://www.wikidata.org/entity/Q19574981,Tweede Emmastraat,Point(4.6232 52.3752),1899,
Tweede Hasselaerstraat,http://www.wikidata.org/entity/Q19574986,Tweede Hasselaerstraat,Point(4.6271 52.384),1891,
Tweede Hogerwoerddwarsstraat,http://www.wikidata.org/entity/Q19574993,Tweede Hogerwoerddwarsstraat,Point(4.638993144 52.397915141),1905,
Tweede Hooglandslaan,http://www.wikidata.org/entity/Q98095856,Tweede Hooglandslaan,Point(4.62588787 52.374695299),1750,1920
2e Hooglandslaan,http://www.wikidata.org/entity/Q98095856,Tweede Hooglandslaan,Point(4.62588787 52.374695299),1750,1920
Tweede Vooruitgangstraat,http://www.wikidata.org/entity/Q19575077,Tweede Vooruitgangstraat,Point(4.6498 52.3796),1900,
Twickel,http://www.wikidata.org/entity/Q19575187,Twickel,Point(4.6563 52.3501),,
Twijnderslaan,http://www.wikidata.org/entity/Q19575216,Twijnderslaan,Point(4.6356 52.372),1724,
Tybautstraat,http://www.wikidata.org/entity/Q19575273,Tybautstraat,Point(4.6381 52.3734),1894,
Uit den Bosstraat,http://www.wikidata.org/entity/Q19575448,Uit den Bosstraat,Point(4.6222 52.3705),1902,
Uranusstraat,http://www.wikidata.org/entity/Q19575779,Uranusstraat,Point(4.6439 52.4058),1930,
Ursulastraat,http://www.wikidata.org/entity/Q17286913,Ursulastraat,Point(4.633646 52.383582),1487,
Ellefduysent Maechdenstraet,http://www.wikidata.org/entity/Q17286913,Ursulastraat,Point(4.633646 52.383582),1487,
Ursulasteeg,http://www.wikidata.org/entity/Q17286913,Ursulastraat,Point(4.633646 52.383582),1487,
St. Ursula steeg,http://www.wikidata.org/entity/Q17286913,Ursulastraat,Point(4.633646 52.383582),1487,
Vaartstraat,http://www.wikidata.org/entity/Q19576123,Vaartstraat,Point(4.6506 52.3806),1905,
Valkestraat,http://www.wikidata.org/entity/Q19577262,Valkestraat,Point(4.6423 52.3819),1417,
Valken steeg,http://www.wikidata.org/entity/Q19577262,Valkestraat,Point(4.6423 52.3819),1417,
Van 't Hoffstraat,http://www.wikidata.org/entity/Q19625969,Van 't Hoffstraat,Point(4.613 52.373),1925,
Van Baerlestraat,http://www.wikidata.org/entity/Q19617322,Van Baerlestraat,Point(4.6551 52.4163),1934,
Van Beresteynstraat,http://www.wikidata.org/entity/Q19618225,Van Beresteynstraat,Point(4.6471 52.3774),1918,
Van Beverwijckstraat,http://www.wikidata.org/entity/Q19618384,Van Beverwijckstraat,Point(4.658 52.3672),1961,
Van Collemstraat,http://www.wikidata.org/entity/Q19619120,Van Collemstraat,Point(4.6383 52.41),1954,
Van de Beltstraat,http://www.wikidata.org/entity/Q19619233,Van de Beltstraat,Point(4.6616 52.3656),,
Van der Aartweg,http://www.wikidata.org/entity/Q19619485,Van der Aartweg,Point(4.6515 52.4244),1960,
Van der Duyn van Maasdamstraat,http://www.wikidata.org/entity/Q19619579,Van der Duyn van Maasdamstraat,Point(4.6154 52.3667),1985,
Van der Duynstraat,http://www.wikidata.org/entity/Q19619593,Van der Duynstraat,Point(4.6054 52.3822),1933,
Van der Hulststraat,http://www.wikidata.org/entity/Q19619732,Van der Hulststraat,Point(4.6487 52.3796),1900,
Van der Meerstraat,http://www.wikidata.org/entity/Q19619807,Van der Meerstraat,Point(4.6279 52.396),1917,
Van der Vinnestraat,http://www.wikidata.org/entity/Q19619936,Van der Vinnestraat,Point(4.6297 52.3899),1909,
Van Deventerstraat,http://www.wikidata.org/entity/Q19620039,Van Deventerstraat,Point(4.6664 52.3631),,
Van Diemenlaan,http://www.wikidata.org/entity/Q19620061,Van Diemenlaan,Point(4.6306 52.4055),1956,
Van Dortstraat,http://www.wikidata.org/entity/Q19620168,Van Dortstraat,Point(4.6317 52.3967),1921,
Van Eedenstraat,http://www.wikidata.org/entity/Q19620242,Van Eedenstraat,Point(4.6272 52.3758),1900,
Van Egmondstraat,http://www.wikidata.org/entity/Q19620294,Van Egmondstraat,Point(4.646 52.4044),1925,
Van Hogendorpstraat,http://www.wikidata.org/entity/Q19621086,Van Hogendorpstraat,Point(4.6182 52.3669),1913,
Van Keulenstraat,http://www.wikidata.org/entity/Q19621510,Van Keulenstraat,Point(4.6479 52.3762),1919,
Van Kinsbergenplein,http://www.wikidata.org/entity/Q19621551,Van Kinsbergenplein,Point(4.6124 52.3741),1931,
Van Kinsbergenstraat,http://www.wikidata.org/entity/Q19621604,Van Kinsbergenstraat,Point(4.6124 52.3732),1931,
Van Koetsveldstraat,http://www.wikidata.org/entity/Q19621718,Van Koetsveldstraat,Point(4.6562 52.3763),1934,
Van Konijnenburgstraat,http://www.wikidata.org/entity/Q19621744,Van Konijnenburgstraat,Point(4.6658 52.3655),,
Van Leeuwenhoekstraat,http://www.wikidata.org/entity/Q19621988,Van Leeuwenhoekstraat,Point(4.6083 52.367),1960,
Van Limburg Stirumstraat,http://www.wikidata.org/entity/Q19622515,Van Limburg Stirumstraat,Point(4.6177 52.3661),1959,
Van Loghemstraat,http://www.wikidata.org/entity/Q19622765,Van Loghemstraat,Point(4.6639 52.3796),1958,
Van Loostraat,http://www.wikidata.org/entity/Q19622816,Van Loostraat,Point(4.6201 52.3821),1914,
Van Marumstraat,http://www.wikidata.org/entity/Q19623010,Van Marumstraat,Point(4.64 52.3744),1880,
Van Merlenstraat,http://www.wikidata.org/entity/Q19623064,Van Merlenstraat,Point(4.6199 52.3714),1911,
Van Moerkerkenstraat,http://www.wikidata.org/entity/Q19623156,Van Moerkerkenstraat,Point(4.643463 52.415038),1954,
Van Nesstraat,http://www.wikidata.org/entity/Q19623379,Van Nesstraat,Point(4.6468 52.4052),1926,
Spaarnhovenweg,http://www.wikidata.org/entity/Q19623379,Van Nesstraat,Point(4.6468 52.4052),1926,
Jupiterstraat,http://www.wikidata.org/entity/Q19623379,Van Nesstraat,Point(4.6468 52.4052),1926,
Van Nieveltstraat,http://www.wikidata.org/entity/Q19623404,Van Nieveltstraat,Point(4.6569 52.3805),1931,
Van Nouhuysstraat,http://www.wikidata.org/entity/Q19623542,Van Nouhuysstraat,Point(4.6426 52.4083),1954,
Van Oldenbarneveltlaan,http://www.wikidata.org/entity/Q19623623,Van Oldenbarneveltlaan,Point(4.620888233 52.362949765),1922,
Van Olststraat,http://www.wikidata.org/entity/Q19623701,Van Olststraat,Point(4.6438 52.4032),1922,
Van Oorschotstraat,http://www.wikidata.org/entity/Q19623716,Van Oorschotstraat,Point(4.6476 52.3774),1918,
Van Oosten de Bruijnstraat,http://www.wikidata.org/entity/Q19623719,Van Oosten de Bruijnstraat,Point(4.6193 52.3769),1914,
Van Ostadestraat,http://www.wikidata.org/entity/Q19623802,Van Ostadestraat,Point(4.6313 52.3906),1882,
Van Raephorststraat,http://www.wikidata.org/entity/Q19623937,Van Raephorststraat,Point(4.6049 52.3815),1935,
Van Riebeecklaan,http://www.wikidata.org/entity/Q19624040,Van Riebeecklaan,Point(4.628734 52.403654),1935,
Van Swietenstraat,http://www.wikidata.org/entity/Q19625205,Van Swietenstraat,Point(4.6583 52.367),1961,
Van Tubergenpad,http://www.wikidata.org/entity/Q19626531,Van Tubergenpad,Point(4.6211 52.3735),1987,
Van Twiskplein,http://www.wikidata.org/entity/Q19626556,Van Twiskplein,Point(4.602 52.3814),1919,
Tuindorpsplein,http://www.wikidata.org/entity/Q19626556,Van Twiskplein,Point(4.602 52.3814),1919,
Van Wassenaerstraat,http://www.wikidata.org/entity/Q19626716,Van Wassenaerstraat,Point(4.6154 52.3786),1931,
Van Wickevoort Crommelinstraat,http://www.wikidata.org/entity/Q19626789,Van Wickevoort Crommelinstraat,Point(4.6467 52.4067),1930,
Van Zeggelenplein,http://www.wikidata.org/entity/Q19626849,Van Zeggelenplein,Point(4.6573 52.3792),1931,
Van Zeggelenstraat,http://www.wikidata.org/entity/Q19626850,Van Zeggelenstraat,Point(4.6552 52.3772),1953,
Van Zompelstraat,http://www.wikidata.org/entity/Q19626868,Van Zompelstraat,Point(4.6387 52.3734),1896,
Veenbergplein,http://www.wikidata.org/entity/Q19627528,Veenbergplein,Point(4.6298 52.3997),1929,
Veenbergstraat,http://www.wikidata.org/entity/Q19627531,Veenbergstraat,Point(4.6303 52.4004),1929,
Veenpolderstraat,http://www.wikidata.org/entity/Q19627811,Veenpolderstraat,Point(4.6249 52.3807),1898,
Veerpolder,http://www.wikidata.org/entity/Q19628042,Veerpolder,Point(4.6772 52.3889),1597,
Veldzigtlaan,http://www.wikidata.org/entity/Q19630840,Veldzigtlaan,Point(4.6133 52.3879),1961,
Velserstraat,http://www.wikidata.org/entity/Q19631699,Velserstraat,Point(4.633 52.3936),1902,
Venkelstraat,http://www.wikidata.org/entity/Q19632609,Venkelstraat,Point(4.645803 52.367134),1988,
Vergierdeweg,http://www.wikidata.org/entity/Q19633132,Vergierdeweg,Point(4.6516 52.4143),1610,
Schoollaantje,http://www.wikidata.org/entity/Q19633132,Vergierdeweg,Point(4.6516 52.4143),1610,
Buurweg,http://www.wikidata.org/entity/Q19633132,Vergierdeweg,Point(4.6516 52.4143),1610,
Verspronckweg,http://www.wikidata.org/entity/Q19633727,Verspronckweg,Point(4.624772071 52.39208841),1909,
Verwulft,http://www.wikidata.org/entity/Q2277290,Verwulft,Point(4.63333 52.37944),1591,
Victor van Vrieslandstraat,http://www.wikidata.org/entity/Q19634134,Victor van Vrieslandstraat,Point(4.641214 52.415139),1975,
Vier Sterrenstraat,http://www.wikidata.org/entity/Q19634200,Vier Sterrenstraat,Point(4.6471 52.3756),1922,
Vierpoldersstraat,http://www.wikidata.org/entity/Q19634387,Vierpoldersstraat,Point(4.6397 52.3618),2006,
Vijfhuizen,http://www.wikidata.org/entity/Q19634489,Vijfhuizen,Point(4.674 52.3552),,
Vijfhuizerstraat,http://www.wikidata.org/entity/Q19634499,Vijfhuizerstraat,Point(4.6447 52.3757),1898,
Vijverlaan,http://www.wikidata.org/entity/Q19634621,Vijverlaan,Point(4.6348 52.3663),1907,
Vilniusstraat,http://www.wikidata.org/entity/Q19634833,Vilniusstraat,Point(4.644807 52.356297),1964,
Laan van Parijs,http://www.wikidata.org/entity/Q19634833,Vilniusstraat,Point(4.644807 52.356297),1964,
Vincent van Goghlaan,http://www.wikidata.org/entity/Q19634869,Vincent van Goghlaan,Point(4.6623 52.3767),,
Vinkenstraat,http://www.wikidata.org/entity/Q19635167,Vinkenstraat,Point(4.6529 52.4141),1925,
Vissersbocht,http://www.wikidata.org/entity/Q19635574,Vissersbocht,Point(4.6432 52.3801),1977,
Visserseinde,http://www.wikidata.org/entity/Q19635593,Visserseinde,Point(4.6762 52.4158),1925,
Visserseinde (Spaarndam-West),http://www.wikidata.org/entity/Q19635593,Visserseinde,Point(4.6762 52.4158),1925,
Vissersstraat,http://www.wikidata.org/entity/Q19635644,Vissersstraat,Point(4.6761 52.416),1925,
Vissersstraat (Spaarndam-West),http://www.wikidata.org/entity/Q19635644,Vissersstraat,Point(4.6761 52.416),1925,
Vlaamseweg,http://www.wikidata.org/entity/Q19635865,Vlaamseweg,Point(4.6114 52.3807),1931,
De Ruijterweg,http://www.wikidata.org/entity/Q19635865,Vlaamseweg,Point(4.6114 52.3807),1931,
Vlamingstraat,http://www.wikidata.org/entity/Q19635969,Vlamingstraat,Point(4.63 52.3796),1941,
Vliek,http://www.wikidata.org/entity/Q19636527,Vliek,Point(4.6583 52.3511),,
Vlielandhof,http://www.wikidata.org/entity/Q19636563,Vlielandhof,Point(4.6492 52.3542),,
Vlietsorgstraat,http://www.wikidata.org/entity/Q19636883,Vlietsorgstraat,Point(4.636 52.3713),1925,
Vogelwaarde,http://www.wikidata.org/entity/Q19637540,Vogelwaarde,Point(4.6506 52.3462),,
Volhardingstraat,http://www.wikidata.org/entity/Q19637722,Volhardingstraat,Point(4.646 52.3795),1976,
Vollenhovenstraat,http://www.wikidata.org/entity/Q19637793,Vollenhovenstraat,Point(4.6518 52.4167),1934,
Voltastraat,http://www.wikidata.org/entity/Q19637894,Voltastraat,Point(4.6109 52.3714),1921,
Von Liebigstraat,http://www.wikidata.org/entity/Q19638023,Von Liebigstraat,Point(4.6653 52.3666),,
Vondelweg,http://www.wikidata.org/entity/Q19638586,Vondelweg,Point(4.6566 52.4067),1934,
Voorduinstraat,http://www.wikidata.org/entity/Q19639068,Voorduinstraat,Point(4.6318 52.4011),1929,
Voorhelmstraat,http://www.wikidata.org/entity/Q19639144,Voorhelmstraat,Point(4.6367 52.3735),1900,
Voorhoutstraat,http://www.wikidata.org/entity/Q19639235,Voorhoutstraat,Point(4.6341 52.3716),1925,
Voortingplantsoen,http://www.wikidata.org/entity/Q19640278,Voortingplantsoen,Point(4.6401 52.3734),1878,
Voortingstraat,http://www.wikidata.org/entity/Q19640278,Voortingplantsoen,Point(4.6401 52.3734),1878,
Vooruitgangstraat,http://www.wikidata.org/entity/Q19640527,Vooruitgangstraat,Point(4.6472 52.3789),1888,
Voorzorgstraat,http://www.wikidata.org/entity/Q19640800,Voorzorgstraat,Point(4.6213 52.3802),1887,
Vorsterman van Oyenstraat,http://www.wikidata.org/entity/Q19641253,Vorsterman van Oyenstraat,Point(4.6475 52.4064),1930,
Vosmaerstraat,http://www.wikidata.org/entity/Q19641864,Vosmaerstraat,Point(4.6558 52.3796),1930,
Vredenburg,http://www.wikidata.org/entity/Q19642647,Vredenburg,Point(4.6495 52.3494),,
Vredenhofstraat,http://www.wikidata.org/entity/Q19642661,Vredenhofstraat,Point(4.6171 52.368),1902,
Vredenrijkstraat,http://www.wikidata.org/entity/Q19642672,Vredenrijkstraat,Point(4.6477 52.3888),1939,
Vrijheidsweg,http://www.wikidata.org/entity/Q19642973,Vrijheidsweg,Point(4.6682 52.3753),,
Vroomstraat,http://www.wikidata.org/entity/Q19643070,Vroomstraat,Point(4.64 52.3921),1900,
Vroonhof,http://www.wikidata.org/entity/Q19643083,Vroonhof,Point(4.6418 52.3812),1986,
Vrouwehekstraat,http://www.wikidata.org/entity/Q19643132,Vrouwehekstraat,Point(4.6467 52.3898),1921,
Vrouwestraat,http://www.wikidata.org/entity/Q19643184,Vrouwestraat,Point(4.6413 52.3816),1486,
Vrouwe steeg,http://www.wikidata.org/entity/Q19643184,Vrouwestraat,Point(4.6413 52.3816),1486,
Vuurtonstraat,http://www.wikidata.org/entity/Q19643440,Vuurtonstraat,Point(4.64 52.3628),2006,
W.B. Tholenstraat,http://www.wikidata.org/entity/Q96312733,W.B. Tholenstraat,Point(4.633935 52.391001),2014,
W.F. Hermansstraat,http://www.wikidata.org/entity/Q19643632,W.F. Hermansstraat,Point(4.646334 52.421918),2011,
Waaigat,http://www.wikidata.org/entity/Q98120222,Waaigat,Point(4.635589 52.384216),,1888
Oude Kruisstraat,http://www.wikidata.org/entity/Q98120222,Waaigat,Point(4.635589 52.384216),,1888
Waalstraat,http://www.wikidata.org/entity/Q19644073,Waalstraat,Point(4.6484 52.4153),1926,
Waarderhaven,http://www.wikidata.org/entity/Q19644223,Waarderhaven,Point(4.655236944 52.395523055),1956,
Waarderveldweg,http://www.wikidata.org/entity/Q19644228,Waarderveldweg,Point(4.6587 52.3964),1960,
Waarderweg,http://www.wikidata.org/entity/Q19644230,Waarderweg,Point(4.6617 52.3944),1961,
Wachtmeesterstraat,http://www.wikidata.org/entity/Q96323988,Wachtmeesterstraat,Point(4.635361 52.393249),2010,
Waddenstraat,http://www.wikidata.org/entity/Q19644339,Waddenstraat,Point(4.6502 52.3545),,
Waertmolenpad,http://www.wikidata.org/entity/Q19644380,Waertmolenpad,Point(4.6573 52.3466),1975,
Wagenmakerslaan,http://www.wikidata.org/entity/Q19644494,Wagenmakerslaan,Point(4.6325 52.3749),1628,
Wagenweg,http://www.wikidata.org/entity/Q17286915,Wagenweg,Point(4.625327 52.372283),1400,
Wagenweg (Haarlem),http://www.wikidata.org/entity/Q17286915,Wagenweg,Point(4.625327 52.372283),1400,
N208,http://www.wikidata.org/entity/Q17286915,Wagenweg,Point(4.625327 52.372283),1400,
Heerenweg,http://www.wikidata.org/entity/Q17286915,Wagenweg,Point(4.625327 52.372283),1400,
Waldeck Pyrmontstraat,http://www.wikidata.org/entity/Q19644770,Waldeck Pyrmontstraat,Point(4.6252 52.3817),1898,
Walentuinstraat,http://www.wikidata.org/entity/Q98088584,Walentuinstraat,Point(4.629836 52.377655755),,1850
Wale Tuin straat,http://www.wikidata.org/entity/Q98088584,Walentuinstraat,Point(4.629836 52.377655755),,1850
Basaerdensteeg,http://www.wikidata.org/entity/Q98088584,Walentuinstraat,Point(4.629836 52.377655755),,1850
Basaertsteeg,http://www.wikidata.org/entity/Q98088584,Walentuinstraat,Point(4.629836 52.377655755),,1850
Walentuyn,http://www.wikidata.org/entity/Q98088584,Walentuinstraat,Point(4.629836 52.377655755),,1850
Waale Tuynsteeg,http://www.wikidata.org/entity/Q98088584,Walentuinstraat,Point(4.629836 52.377655755),,1850
Waletuinsteeg,http://www.wikidata.org/entity/Q98088584,Walentuinstraat,Point(4.629836 52.377655755),,1850
Wale Tuynsteeg,http://www.wikidata.org/entity/Q98088584,Walentuinstraat,Point(4.629836 52.377655755),,1850
Waale-Tuynsteeg,http://www.wikidata.org/entity/Q98088584,Walentuinstraat,Point(4.629836 52.377655755),,1850
Walentuynstraat,http://www.wikidata.org/entity/Q98088584,Walentuinstraat,Point(4.629836 52.377655755),,1850
Waaletuynsteeg,http://www.wikidata.org/entity/Q98088584,Walentuinstraat,Point(4.629836 52.377655755),,1850
Wamstekerstraat,http://www.wikidata.org/entity/Q19645211,Wamstekerstraat,Point(4.6626 52.3657),,
Warmoesstraat,http://www.wikidata.org/entity/Q17286916,Warmoesstraat,Point(4.636431 52.379885),1400,
Warmoesstraat (Haarlem),http://www.wikidata.org/entity/Q17286916,Warmoesstraat,Point(4.636431 52.379885),1400,
Vleeshouwerstraat,http://www.wikidata.org/entity/Q17286916,Warmoesstraat,Point(4.636431 52.379885),1400,
Kerkstraat,http://www.wikidata.org/entity/Q17286916,Warmoesstraat,Point(4.636431 52.379885),1400,
Warmoes straat,http://www.wikidata.org/entity/Q17286916,Warmoesstraat,Point(4.636431 52.379885),1400,
Warschaustraat,http://www.wikidata.org/entity/Q19645525,Warschaustraat,Point(4.6495 52.3597),1964,
Wateringweg,http://www.wikidata.org/entity/Q19645811,Wateringweg,Point(4.6586 52.3973),,
Watermolenplantsoen,http://www.wikidata.org/entity/Q19646465,Watermolenplantsoen,Point(4.6437 52.3525),,
Wegedoornweg,http://www.wikidata.org/entity/Q19647948,Wegedoornweg,Point(4.6039 52.3721),1987,
Weissenbruchstraat,http://www.wikidata.org/entity/Q19648322,Weissenbruchstraat,Point(4.6327 52.3919),2014,
Weldam,http://www.wikidata.org/entity/Q19648424,Weldam,Point(4.6582 52.35),,
Welgelegenstraat,http://www.wikidata.org/entity/Q19648477,Welgelegenstraat,Point(4.6352 52.3714),1925,
Weltevredenplein,http://www.wikidata.org/entity/Q19648668,Weltevredenplein,Point(4.6504 52.4014),1922,
